id,Country,City,AccentCity,Region,Population,Latitude,Longitude
2929440,us,north palm beach,North Palm Beach,FL,12863.0,26.8172222,-80.0822222
2929443,us,north port,North Port,FL,38054.0,27.043888899999995,-82.23611109999999
2929469,us,oak ridge,Oak Ridge,FL,26836.0,28.4708333,-81.4247222
2929478,us,oakland park,Oakland Park,FL,31605.0,26.171944399999997,-80.1322222
2929480,us,ocala,Ocala,FL,49558.0,29.186944399999994,-82.14027779999999
2929499,us,ocoee,Ocoee,FL,28570.0,28.568888899999997,-81.5441667
2929503,us,ojus,Ojus,FL,17330.0,25.9480556,-80.1508333
2929517,us,oldsmar,Oldsmar,FL,15172.0,28.033888899999997,-82.6652778
2929521,us,olympia heights,Olympia Heights,FL,14874.0,25.7263889,-80.3555556
2929524,us,opa-locka,Opa-locka,FL,14563.0,25.901944399999998,-80.2505556
2929539,us,orange park,Orange Park,FL,9265.0,30.1658333,-81.7066667
2929548,us,orlando,Orlando,FL,207970.0,28.538055600000003,-81.3794444
2929550,us,ormond beach,Ormond Beach,FL,38455.0,29.285555600000006,-81.0561111
2929566,us,oviedo,Oviedo,FL,29056.0,28.669722200000002,-81.20833329999999
2929580,us,palatka,Palatka,FL,10737.0,29.648333299999997,-81.6377778
2929582,us,palm bay,Palm Bay,FL,89093.0,28.0341667,-80.58888890000001
2929583,us,palm beach,Palm Beach,FL,9767.0,26.705277799999998,-80.0366667
2929585,us,palm beach gardens,Palm Beach Gardens,FL,48140.0,26.823055600000004,-80.13888890000001
2929589,us,palm city,Palm City,FL,28165.0,27.1675,-80.26638890000001
2929590,us,palm coast,Palm Coast,FL,41483.0,29.5847222,-81.2080556
2929592,us,palm harbor,Palm Harbor,FL,64502.0,28.0777778,-82.76388890000001
2929599,us,palm springs,Palm Springs,FL,14329.0,26.635555600000004,-80.09638890000001
2929602,us,palm valley,Palm Valley,FL,27680.0,30.1772222,-81.3877778
2929609,us,palmetto,Palmetto,FL,12806.0,27.521111100000002,-82.5725
2929610,us,palmetto estates,Palmetto Estates,FL,14488.0,25.6211111,-80.3622222
2929616,us,panama city,Panama City,FL,37633.0,30.1586111,-85.66027779999999
2929633,us,parkland,Parkland,FL,24693.0,26.3097222,-80.2375
2929657,us,pembroke pines,Pembroke Pines,FL,155862.0,26.0027778,-80.2241667
2929662,us,pensacola,Pensacola,FL,54104.0,30.421111100000005,-87.2169444
2929684,us,pine castle,Pine Castle,FL,9132.0,28.4716667,-81.3680556
2929689,us,pine hills,Pine Hills,FL,45530.0,28.5575,-81.45361109999999
2929701,us,pinecrest,Pinecrest,FL,19720.0,25.6666667,-80.3083333
2929706,us,pinellas park,Pinellas Park,FL,46495.0,27.8425,-82.69972220000001
2929711,us,pinewood,Pinewood,FL,17149.0,25.8686111,-80.21722220000001
2929723,us,plant city,Plant City,FL,31675.0,28.0183333,-82.1130556
2929724,us,plantation,Plantation,FL,85739.0,26.1272222,-80.2333333
2929756,us,pompano beach,Pompano Beach,FL,89715.0,26.2375,-80.125
2929757,us,pompano beach highlands,Pompano Beach Highlands,FL,7192.0,26.2825,-80.10722220000001
2929768,us,port charlotte,Port Charlotte,FL,49333.0,26.975833299999998,-82.0908333
2929777,us,port orange,Port Orange,FL,54209.0,29.138055600000005,-80.9958333
2929781,us,port saint john,Port Saint John,FL,14082.0,28.476666700000003,-80.7888889
2929782,us,port saint lucie,Port Saint Lucie,FL,119371.0,27.293611100000003,-80.35055559999999
2929801,us,punta gorda,Punta Gorda,FL,18306.0,26.929444399999994,-82.0455556
2929849,us,richmond heights,Richmond Heights,FL,8496.0,25.631111100000002,-80.36916670000001
2929850,us,richmond west,Richmond West,FL,31541.0,25.61,-80.4297222
2929871,us,riviera beach,Riviera Beach,FL,33678.0,26.775,-80.0583333
2929888,us,rockledge,Rockledge,FL,23511.0,28.350555600000003,-80.72555559999999
2929915,us,royal palm beach,Royal Palm Beach,FL,34750.0,26.708055600000005,-80.2308333
2929935,us,safety harbor,Safety Harbor,FL,17528.0,27.990555600000004,-82.69333329999999
2929938,us,saint augustine,Saint Augustine,FL,12097.0,29.894444399999998,-81.3147222
2929942,us,saint cloud,Saint Cloud,FL,22947.0,28.248611100000005,-81.28138890000001
2929955,us,saint pete beach,Saint Pete Beach,FL,10065.0,27.725,-82.7413889
2929957,us,saint petersburg,Saint Petersburg,FL,246316.0,27.770555600000005,-82.67944440000001
2929967,us,san carlos park,San Carlos Park,FL,19158.0,26.466944399999996,-81.8016667
2929979,us,sandalfoot cove,Sandalfoot Cove,FL,17964.0,26.338888899999997,-80.18777779999999
2929987,us,sanford,Sanford,FL,45289.0,28.8002778,-81.2733333
2930002,us,sarasota,Sarasota,FL,53327.0,27.336111100000004,-82.5308333
2930005,us,sarasota springs,Sarasota Springs,FL,15898.0,27.308611100000004,-82.47972220000001
2930008,us,satellite beach,Satellite Beach,FL,9321.0,28.175833299999997,-80.5902778
2930020,us,scott lake,Scott Lake,FL,14425.0,25.9411111,-80.23222220000001
2930032,us,sebastian,Sebastian,FL,18953.0,27.816111100000004,-80.4708333
2930033,us,sebring,Sebring,FL,10030.0,27.4952778,-81.44111109999999
2930040,us,seminole,Seminole,FL,16758.0,27.839444399999994,-82.79138890000002
2930128,us,south bradenton,South Bradenton,FL,22340.0,27.462777799999998,-82.5819444
2930134,us,south daytona,South Daytona,FL,14451.0,29.165555600000005,-81.0047222
2930142,us,south miami,South Miami,FL,12169.0,25.707222199999997,-80.29361109999999
2930143,us,south miami heights,South Miami Heights,FL,35571.0,25.597222199999997,-80.38083329999999
2930148,us,south patrick shores,South Patrick Shores,FL,9031.0,28.201944399999995,-80.60972220000001
2930159,us,south venice,South Venice,FL,14467.0,27.052777799999998,-82.4244444
2930177,us,spring hill,Spring Hill,FL,96767.0,28.555555600000005,-82.4505556
2930179,us,springfield,Springfield,FL,9181.0,30.153055600000005,-85.61138890000001
2930198,us,stuart,Stuart,FL,15112.0,27.197222200000002,-80.2530556
2930229,us,sunrise,Sunrise,FL,90993.0,26.1336111,-80.1133333
2930233,us,sunset,Sunset,FL,17956.0,25.7055556,-80.3525
2930249,us,sweetwater,Sweetwater,FL,13937.0,25.7630556,-80.3733333
2930258,us,tallahassee,Tallahassee,FL,153583.0,30.438055600000006,-84.2808333
2930261,us,tamarac,Tamarac,FL,59268.0,26.2125,-80.25
2930262,us,tamiami,Tamiami,FL,69225.0,25.7583333,-80.3986111
2930263,us,tampa,Tampa,FL,324465.0,27.947222200000002,-82.45861109999998
2930270,us,tarpon springs,Tarpon Springs,FL,22935.0,28.1458333,-82.7569444
2930274,us,tavares,Tavares,FL,11684.0,28.803888899999997,-81.7258333
2930283,us,temple terrace,Temple Terrace,FL,22036.0,28.035,-82.3894444
2930297,us,the crossings,The Crossings,FL,26047.0,25.6702778,-80.40138890000001
2930298,us,the hammocks,The Hammocks,FL,69604.0,25.6711111,-80.4447222
2930321,us,titusville,Titusville,FL,42700.0,28.611944399999995,-80.8077778
2930372,us,university park,University Park,FL,28168.0,28.566666700000003,-81.20833329999999
2930392,us,venice,Venice,FL,20457.0,27.099444399999996,-82.4544444
2930403,us,vero beach,Vero Beach,FL,17262.0,27.6383333,-80.3975
2930414,us,villas,Villas,FL,12191.0,26.55,-81.8688889
2930452,us,warrington,Warrington,FL,14946.0,30.383888899999995,-87.275
2930478,us,wekiva springs,Wekiva Springs,FL,23416.0,28.698333299999998,-81.4258333
2930483,us,wellington,Wellington,FL,53164.0,26.6583333,-80.2416667
2930501,us,west little river,West Little River,FL,32252.0,25.856666699999998,-80.2372222
2930502,us,west melbourne,West Melbourne,FL,14159.0,28.071388899999995,-80.65361109999999
2930504,us,west palm beach,West Palm Beach,FL,93620.0,26.715,-80.0536111
2930507,us,west pensacola,West Pensacola,FL,22030.0,30.426388899999996,-87.27972220000001
2930515,us,westchester,Westchester,FL,30690.0,25.7544444,-80.3275
2930518,us,weston,Weston,FL,68254.0,26.1,-80.4
2930519,us,westview,Westview,FL,9779.0,25.8816667,-80.2422222
2930567,us,wilton manors,Wilton Manors,FL,12888.0,26.16,-80.1391667
2930573,us,winston,Winston,FL,9050.0,28.031388899999996,-82.015
2930575,us,winter garden,Winter Garden,FL,24774.0,28.565,-81.5863889
2930576,us,winter haven,Winter Haven,FL,27938.0,28.021944399999995,-81.7330556
2930577,us,winter park,Winter Park,FL,28530.0,28.599722200000002,-81.3394444
2930578,us,winter springs,Winter Springs,FL,32658.0,28.698611100000004,-81.3083333
2930592,us,wright,Wright,FL,23302.0,30.455555600000004,-86.6383333
2930603,us,yeehaw junction,Yeehaw Junction,FL,24080.0,27.7,-80.9044444
2930618,us,zephyrhills,Zephyrhills,FL,12092.0,28.233333299999998,-82.1813889
2930639,us,acworth,Acworth,GA,19852.0,34.0658333,-84.6769444
2930672,us,albany,Albany,GA,75794.0,31.578333299999997,-84.1558333
2930708,us,alpharetta,Alpharetta,GA,34869.0,34.0752778,-84.2941667
2930724,us,americus,Americus,GA,16817.0,32.0722222,-84.2327778
2930809,us,atlanta,Atlanta,GA,422908.0,33.7488889,-84.3880556
2930824,us,austell,Austell,GA,6945.0,33.8125,-84.6344444
2930850,us,bainbridge,Bainbridge,GA,11714.0,30.903611100000003,-84.5755556
2930979,us,belvedere park,Belvedere Park,GA,19149.0,33.7547222,-84.2675
2931270,us,brunswick,Brunswick,GA,16486.0,31.1497222,-81.4916667
2931287,us,buford,Buford,GA,10860.0,34.1205556,-84.0044444
2931336,us,cairo,Cairo,GA,9471.0,30.877222200000002,-84.20138890000001
2931340,us,calhoun,Calhoun,GA,13707.0,34.5025,-84.95111109999999
2931386,us,canton,Canton,GA,17850.0,34.2366667,-84.49083329999999
2931421,us,carrollton,Carrollton,GA,21353.0,33.58,-85.0766667
2931428,us,cartersville,Cartersville,GA,17703.0,34.165,-84.8
2931477,us,cedartown,Cedartown,GA,9726.0,34.053611100000005,-85.255
2931489,us,centerville,Centerville,GA,5795.0,32.63,-83.6897222
2931500,us,chamblee,Chamblee,GA,8887.0,33.89194439999999,-84.29888890000001
2931673,us,college park,College Park,GA,17957.0,33.6533333,-84.4494444
2931691,us,columbus,Columbus,GA,185208.0,32.4608333,-84.98777779999999
2931706,us,conyers,Conyers,GA,12528.0,33.6675,-84.01777779999999
2931724,us,cordele,Cordele,GA,11411.0,31.9633333,-83.7825
2931781,us,covington,Covington,GA,14379.0,33.5966667,-83.86027779999999
2931871,us,dallas,Dallas,GA,7995.0,33.9236111,-84.8408333
